wrench	used for fixing	0.95925
wrench	used for fixing things	0.98781
wrench	used for repairing	0.94432
wrench	used for household repairs	0.94769
wrench	tools used for fixing	0.95644
wrench	used for fixing objects	0.97567
wrench	part of a mechanic's toolkit	0.99617
wrench	used to fix things	0.98976
wrench	tools for fixing	0.95021
wrench	used for basic repairs	0.95049
wrench	used for home repairs	0.97248
wrench	used for fixing machinery	0.97938
wrench	part of a mechanic's toolbox	0.99606
wrench	used as tools	0.96345
wrench	used for fixing mechanical things	0.98981
wrench	used for repairing things	0.97613
wrench	used for mechanical repairs	0.98935
wrench	used for DIY repairs	0.96910
wrench	basic tools	0.90527
wrench	tools for fixing things	0.97673
wrench	essential for fixing things	0.98163
wrench	tools used for fixing things	0.97967
wrench	used for repairs	0.97804
wrench	used for mechanical work	0.99032
wrench	part of a mechanic's tool kit	0.99647
wrench	tools used for mechanical repairs	0.98303
wrench	used for auto repairs	0.98622
wrench	tools used for repairs	0.97638
wrench	essential for fixing machinery	0.97609
wrench	part of a mechanic's kit	0.99330
wrench	tools used for repairing	0.95598
wrench	mechanical tools	0.97192
wrench	used for basic home repairs	0.96057
wrench	tools used for repair	0.96782
wrench	used for fixing or building	0.87125
wrench	tools for repairing things	0.96742
wrench	essential for household repairs	0.95658
wrench	tools for repairs	0.96758
wrench	for fixing things	0.98313
wrench	tools used for repairing things	0.97266
wrench	used in basic home repairs	0.96864
wrench	used for fixing and building	0.88856
wrench	tools for repairing	0.94612
wrench	tools for fixing objects	0.96484
wrench	tools commonly used in household repairs	0.96710
wrench	used for home repair	0.96512
wrench	used for building/fixing	0.95585
wrench	types of tools used for repairs	0.97484
wrench	tools for mechanical work	0.98109
wrench	used for DIY	0.54626
teddy bear	essentials for a baby's playtime	0.86804
teddy bear	toys for children	0.99091
teddy bear	used for children's play	0.97266
teddy bear	playthings	0.96400
teddy bear	types of children's toys	0.97620
teddy bear	children's toys	0.98975
teddy bear	toys for playing	0.93887
teddy bear	types of playthings	0.93786
teddy bear	used for children	0.99064
teddy bear	objects used for play	0.86985
teddy bear	toys for indoor play	0.78071
teddy bear	baby items	0.88845
teddy bear	fun to play with	0.98291
teddy bear	examples of children's entertainment	0.69223
teddy bear	objects for playing	0.63304
teddy bear	types of toys	0.95211
teddy bear	toys	0.98339
teddy bear	objects for play	0.80944
teddy bear	used for children's games	0.31450
teddy bear	associated with infants	0.97072
teddy bear	baby travel items	0.19087
teddy bear	toys that require assembly	0.63125
teddy bear	baby accessories	0.75366
teddy bear	toys for outdoor play	0.02550
teddy bear	toys for playing outside	0.05211
teddy bear	used for play or decoration	0.89505
teddy bear	played with	0.99212
teddy bear	childhood activities	0.03035
teddy bear	types of childrenï¿½s activities	0.00931
teddy bear	used for transporting children	0.00042
teddy bear	baby furniture items	0.12765
teddy bear	necessary for a baby's mealtime	0.00232
teddy bear	for play	0.91399
teddy bear	filled with foam	0.59945
teddy bear	recreational playthings	0.91699
teddy bear	part of a toy collection	0.98338
teddy bear	types of baby furniture	0.00629
teddy bear	found in a nursery	0.93420
teddy bear	soft	0.98952
teddy bear	items found in a playground	0.42407
teddy bear	part of a baby's nursery	0.94389
teddy bear	part of a baby's room	0.77290
teddy bear	soft and squishy	0.96276
teddy bear	baby gear	0.31722
teddy bear	toys for playing outdoors	0.04386
teddy bear	soft objects	0.90914
teddy bear	used for outdoor play	0.00358
teddy bear	cute	0.99655
teddy bear	toys that fly	0.00022
teddy bear	toys used for outdoor activities	0.00354
microscope	used for detailed viewing	0.98377
microscope	used for observing	0.93466
microscope	used for scientific observation	0.99240
microscope	used for observing objects and organisms	0.96783
microscope	used for observing objects or organisms	0.96837
microscope	used for observing objects and specimens	0.98774
microscope	used for magnification	0.99652
microscope	used for visual examination	0.95833
microscope	used for scientific research and observation	0.98579
microscope	used for observing things up close	0.98983
microscope	magnifying equipment	0.99245
microscope	used for observing things	0.96955
microscope	used for viewing objects more closely	0.98333
microscope	magnifying devices	0.97041
microscope	used for scientific study	0.99188
microscope	used for observing or examining objects	0.98101
microscope	used for observation and examination	0.97887
microscope	used for science	0.99066
microscope	used for observing and examining objects	0.97822
microscope	used for observing objects	0.97488
