wheel	a tool	0.69170	49
peg	a tool	0.69442	49
grater	a tool	0.89577	49
razor	a tool	0.83432	49
spear	a tool	0.87646	49
sledgehammer	a tool	0.95762	49
level	a tool	0.81954	49
screws	a tool	0.93436	49
machete	a tool	0.86942	49
clamp	a tool	0.93128	49
hatchet	a tool	0.91054	49
tack	a tool	0.94065	49
scissors	a tool	0.90476	49
wrench	a tool	0.98542	49
sandpaper	a tool	0.87250	49
chisel	a tool	0.98084	49
hammer	a tool	0.97876	49
drill	a tool	0.98370	49
axe	a tool	0.95702	49
screwdriver	a tool	0.99057	49
crowbar	a tool	0.97328	49
pliers	a tool	0.99049	49
fork	a tool	0.93580	49
shovel	a tool	0.95426	49
knife	a tool	0.93684	49
bolts	a tool	0.93357	49
bucket	a tool	0.77871	49
broom	a tool	0.87459	49
sword	a tool	0.56328	49
hoe	a tool	0.97980	49
car	a tool	0.61576	49
colander	a tool	0.90027	49
tractor	a tool	0.96748	49
hook	a tool	0.82374	49
pistol	a tool	0.60541	49
ruler	a tool	0.78373	49
tongs	a tool	0.92687	49
typewriter	a tool	0.87442	49
corkscrew	a tool	0.94525	49
cart	a tool	0.83501	49
wheelbarrow	a tool	0.86758	49
spade	a tool	0.96940	49
rake	a tool	0.92600	49
spoon	a tool	0.84547	49
catapult	a tool	0.93233	49
thimble	a tool	0.78701	49
bayonet	a tool	0.64394	49
pin	a tool	0.91931	49
gun	a tool	0.61057	49
sports ball	a toy	0.95543	17
bike	a toy	0.71105	17
football	a toy	0.95255	17
scooter	a toy	0.93664	17
skateboard	a toy	0.97825	17
wand	a toy	0.96137	17
sled	a toy	0.72995	17
unicycle	a toy	0.95398	17
ball	a toy	0.97518	17
teddy bear	a toy	0.99468	17
frisbee	a toy	0.97251	17
kite	a toy	0.96868	17
doll	a toy	0.99523	17
toy	a toy	0.91454	17
slingshot	a toy	0.97418	17
tricycle	a toy	0.97273	17
balloon	a toy	0.96047	17
crocodile	an animal	0.99452	50
hare	an animal	0.98874	50
beetle	an animal	0.98203	50
rat	an animal	0.99421	50
rabbit	an animal	0.99243	50
leopard	an animal	0.99565	50
chimp	an animal	0.99316	50
bison	an animal	0.99544	50
horse	an animal	0.99295	50
dog	an animal	0.99075	50
cat	an animal	0.99393	50
bird	an animal	0.98908	50
bull	an animal	0.99267	50
dolphin	an animal	0.99361	50
whale	an animal	0.99535	50
gorilla	an animal	0.99508	50
falcon	an animal	0.98709	50
coyote	an animal	0.99544	50
hyena	an animal	0.99624	50
toad	an animal	0.97445	50
eagle	an animal	0.98320	50
iguana	an animal	0.99019	50
gopher	an animal	0.98962	50
moose	an animal	0.99468	50
fox	an animal	0.99608	50
frog	an animal	0.98112	50
chipmunk	an animal	0.98878	50
tiger	an animal	0.99630	50
elephant	an animal	0.99553	50
turtle	an animal	0.99116	50
squirrel	an animal	0.99292	50
skunk	an animal	0.99351	50
cheetah	an animal	0.99625	50
deer	an animal	0.99471	50
ox	an animal	0.99279	50
alligator	an animal	0.99456	50
lion	an animal	0.99576	50
goldfish	an animal	0.98666	50
groundhog	an animal	0.99176	50
salamander	an animal	0.98842	50
pig	an animal	0.99289	50
crow	an animal	0.98155	50
panther	an animal	0.99617	50
tortoise	an animal	0.99260	50
beaver	an animal	0.99033	50
hamster	an animal	0.99350	50
bear	an animal	0.99454	50
raccoon	an animal	0.99496	50
giraffe	an animal	0.99301	50
zebra	an animal	0.99282	50
building	cold	0.79355	15
oven	cold	0.69374	15
thermometer	cold	0.86571	15
cake	cold	0.74712	15
pie	cold	0.96620	15
stone	cold	0.73406	15
donut	cold	0.57900	15
freezer	cold	0.99538	15
cellar	cold	0.96734	15
refrigerator	cold	0.99538	15
basement	cold	0.94251	15
sled	cold	0.61786	15
fridge	cold	0.99548	15
barn	cold	0.61744	15
penguin	cold	0.57241	15
bullet	dangerous	0.99445	36
motorcycle	dangerous	0.95262	36
rifle	dangerous	0.99057	36
machete	dangerous	0.99155	36
shotgun	dangerous	0.99127	36
revolver	dangerous	0.99260	36
pistol	dangerous	0.99207	36
bazooka	dangerous	0.99448	36
grenade	dangerous	0.99559	36
gun	dangerous	0.99537	36
bomb	dangerous	0.99578	36
dagger	dangerous	0.99321	36
skunk	dangerous	0.95376	36
