colander	a tool	0.90027	42
pin	a tool	0.91931	42
corkscrew	a tool	0.94525	42
cart	a tool	0.83501	42
tongs	a tool	0.92687	42
ruler	a tool	0.78373	42
hook	a tool	0.82374	42
tractor	a tool	0.96748	42
hoe	a tool	0.97980	42
catapult	a tool	0.93233	42
broom	a tool	0.87459	42
spear	a tool	0.87646	42
chisel	a tool	0.98084	42
hammer	a tool	0.97876	42
drill	a tool	0.98370	42
axe	a tool	0.95702	42
screwdriver	a tool	0.99057	42
bucket	a tool	0.77871	42
crowbar	a tool	0.97328	42
thimble	a tool	0.78701	42
rake	a tool	0.92600	42
sledgehammer	a tool	0.95762	42
level	a tool	0.81954	42
screws	a tool	0.93436	42
knife	a tool	0.93684	42
machete	a tool	0.86942	42
clamp	a tool	0.93128	42
hatchet	a tool	0.91054	42
spoon	a tool	0.84547	42
tack	a tool	0.94065	42
wrench	a tool	0.98542	42
grater	a tool	0.89577	42
fork	a tool	0.93580	42
shovel	a tool	0.95426	42
bolts	a tool	0.93357	42
wheelbarrow	a tool	0.86758	42
spade	a tool	0.96940	42
scissors	a tool	0.90476	42
pliers	a tool	0.99049	42
sandpaper	a tool	0.87250	42
razor	a tool	0.83432	42
typewriter	a tool	0.87442	42
toy	a toy	0.91454	15
doll	a toy	0.99523	15
kite	a toy	0.96868	15
balloon	a toy	0.96047	15
frisbee	a toy	0.97251	15
teddy bear	a toy	0.99468	15
ball	a toy	0.97518	15
tricycle	a toy	0.97273	15
sports ball	a toy	0.95543	15
slingshot	a toy	0.97418	15
scooter	a toy	0.93664	15
skateboard	a toy	0.97825	15
wand	a toy	0.96137	15
unicycle	a toy	0.95398	15
football	a toy	0.95255	15
rat	an animal	0.99421	50
leopard	an animal	0.99565	50
moose	an animal	0.99468	50
gopher	an animal	0.98962	50
iguana	an animal	0.99019	50
eagle	an animal	0.98320	50
toad	an animal	0.97445	50
hyena	an animal	0.99624	50
coyote	an animal	0.99544	50
falcon	an animal	0.98709	50
gorilla	an animal	0.99508	50
whale	an animal	0.99535	50
dolphin	an animal	0.99361	50
bull	an animal	0.99267	50
beetle	an animal	0.98203	50
bison	an animal	0.99544	50
panther	an animal	0.99617	50
lion	an animal	0.99576	50
alligator	an animal	0.99456	50
ox	an animal	0.99279	50
deer	an animal	0.99471	50
cheetah	an animal	0.99625	50
skunk	an animal	0.99351	50
zebra	an animal	0.99282	50
goldfish	an animal	0.98666	50
elephant	an animal	0.99553	50
chipmunk	an animal	0.98878	50
hare	an animal	0.98874	50
crocodile	an animal	0.99452	50
hamster	an animal	0.99350	50
rabbit	an animal	0.99243	50
chimp	an animal	0.99316	50
horse	an animal	0.99295	50
dog	an animal	0.99075	50
cat	an animal	0.99393	50
bird	an animal	0.98908	50
frog	an animal	0.98112	50
fox	an animal	0.99608	50
squirrel	an animal	0.99292	50
turtle	an animal	0.99116	50
raccoon	an animal	0.99496	50
beaver	an animal	0.99033	50
tortoise	an animal	0.99260	50
bear	an animal	0.99454	50
crow	an animal	0.98155	50
pig	an animal	0.99289	50
salamander	an animal	0.98842	50
groundhog	an animal	0.99176	50
tiger	an animal	0.99630	50
giraffe	an animal	0.99301	50
freezer	cold	0.99538	8
refrigerator	cold	0.99538	8
basement	cold	0.94251	8
fridge	cold	0.99548	8
thermometer	cold	0.86571	8
building	cold	0.79355	8
cellar	cold	0.96734	8
pie	cold	0.96620	8
dagger	dangerous	0.99321	33
gun	dangerous	0.99537	33
crossbow	dangerous	0.99509	33
cigarette	dangerous	0.96017	33
skunk	dangerous	0.95376	33
catapult	dangerous	0.99259	33
bayonet	dangerous	0.99184	33
sword	dangerous	0.98903	33
rattlesnake	dangerous	0.99180	33
cheetah	dangerous	0.99062	33
bomb	dangerous	0.99578	33
cannon	dangerous	0.99438	33
missile	dangerous	0.99562	33
rifle	dangerous	0.99057	33
machete	dangerous	0.99155	33
shotgun	dangerous	0.99127	33
revolver	dangerous	0.99260	33
pistol	dangerous	0.99207	33
bazooka	dangerous	0.99448	33
grenade	dangerous	0.99559	33
slingshot	dangerous	0.98884	33
bullet	dangerous	0.99445	33
spear	dangerous	0.98157	33
sledgehammer	dangerous	0.98254	33
hatchet	dangerous	0.97041	33
hornet	dangerous	0.97780	33
lion	dangerous	0.99135	33
python	dangerous	0.97687	33
tiger	dangerous	0.99390	33
panther	dangerous	0.98863	33
spider	dangerous	0.83775	33
baseball bat	dangerous	0.97886	33
motorcycle	dangerous	0.95262	33
teddy bear	decorative	0.91812	37
napkin	decorative	0.88675	37
plate	decorative	0.97719	37
necklace	decorative	0.99413	37
basket	decorative	0.97723	37
bookcase	decorative	0.86212	37
bowl	decorative	0.96489	37
pillow	decorative	0.97713	37
dining table	decorative	0.98442	37
chandelier	decorative	0.99554	37
dish	decorative	0.97267	37
veil	decorative	0.95904	37
table	decorative	0.88778	37
