hyena	African animals	0.98375	4
giraffe	African animals	0.98357	4
gorilla	African animals	0.97607	4
elephant	African animals	0.97414	4
camel	African safari animals	0.91504	5
giraffe	African safari animals	0.98215	5
lion	African safari animals	0.97069	5
zebra	African safari animals	0.95395	5
hyena	African safari animals	0.98895	5
hyena	African wildlife animals	0.97318	4
giraffe	African wildlife animals	0.96763	4
gorilla	African wildlife animals	0.95114	4
elephant	African wildlife animals	0.95809	4
walrus	Arctic animals	0.98909	2
caribou	Arctic animals	0.98850	2
elk	North American wildlife	0.99248	11
raccoon	North American wildlife	0.97696	11
coyote	North American wildlife	0.97848	11
moose	North American wildlife	0.99314	11
deer	North American wildlife	0.99288	11
beaver	North American wildlife	0.98096	11
bear	North American wildlife	0.98367	11
bison	North American wildlife	0.99234	11
caribou	North American wildlife	0.99264	11
fox	North American wildlife	0.95058	11
groundhog	North American wildlife	0.90822	11
moose	North American wildlife animals	0.97864	11
coyote	North American wildlife animals	0.93090	11
raccoon	North American wildlife animals	0.93340	11
deer	North American wildlife animals	0.98303	11
beaver	North American wildlife animals	0.94561	11
bear	North American wildlife animals	0.94003	11
elk	North American wildlife animals	0.98248	11
bison	North American wildlife animals	0.98162	11
cougar	North American wildlife animals	0.93956	11
fox	North American wildlife animals	0.90524	11
caribou	North American wildlife animals	0.98100	11
stove	Used for cooking a meal	0.98708	3
pan	Used for cooking a meal	0.95277	3
skillet	Used for cooking a meal	0.96977	3
crayon	Used for drawing	0.99401	2
pencil	Used for drawing	0.99218	2
donkey	Used for horseback riding	0.93418	2
saddle	Used for horseback riding	0.99699	2
guitar	Used for playing music	0.98744	2
harmonica	Used for playing music	0.95176	2
sailboat	Used for sailing	0.98350	4
yacht	Used for sailing	0.99694	4
ship	Used for sailing	0.99647	4
anchor	Used for sailing	0.98111	4
sled	Used for skiing	0.99587	3
skis	Used for skiing	0.99261	3
snowboard	Used for skiing	0.99657	3
bike	Used for transportation	0.98832	18
subway	Used for transportation	0.99315	18
trolley	Used for transportation	0.98973	18
trailer	Used for transportation	0.98837	18
bus	Used for transportation	0.99558	18
train	Used for transportation	0.99338	18
truck	Used for transportation	0.99339	18
car	Used for transportation	0.99461	18
scooter	Used for transportation	0.96320	18
taxi	Used for transportation	0.99075	18
cart	Used for transportation	0.98905	18
unicycle	Used for transportation	0.92453	18
limousine	Used for transportation	0.98322	18
motorcycle	Used for transportation	0.98481	18
wagon	Used for transportation	0.98929	18
airplane	Used for transportation	0.97914	18
bicycle	Used for transportation	0.98886	18
van	Used for transportation	0.98990	18
couch	a backrest	0.91810	5
sofa	a backrest	0.94005	5
rocker	a backrest	0.95900	5
bench	a backrest	0.99210	5
chair	a backrest	0.98545	5
chair	a backrest for support	0.99085	2
bench	a backrest for support	0.99293	2
lime	a citrus fruit	0.99083	4
grapefruit	a citrus fruit	0.99404	4
orange	a citrus fruit	0.99302	4
mandarin	a citrus fruit	0.99280	4
dining table	a flat surface	0.99237	3
desk	a flat surface	0.99646	3
table	a flat surface	0.99675	3
dining table	a flat surface for placing items	0.98778	2
table	a flat surface for placing items	0.99475	2
table	a flat surface for placing objects	0.99453	2
dining table	a flat surface for placing objects	0.98725	2
dining table	a flat surface for placing things	0.98567	2
table	a flat surface for placing things	0.99407	2
nectarine	a fruit	0.97186	9
apple	a fruit	0.97373	9
orange	a fruit	0.95965	9
cantaloupe	a fruit	0.97410	9
honeydew	a fruit	0.94514	9
tangerine	a fruit	0.95724	9
peach	a fruit	0.96140	9
pear	a fruit	0.96575	9
banana	a fruit	0.97024	9
shell	a hard shell	0.97558	4
tortoise	a hard shell	0.95443	4
clam	a hard shell	0.95348	4
turtle	a hard shell	0.93237	4
table	a horizontal surface	0.99550	2
dining table	a horizontal surface	0.99151	2
cell phone	a screen	0.96582	2
laptop	a screen	0.96663	2
cell phone	a screen/display	0.99400	2
laptop	a screen/display	0.99246	2
bench	a seat	0.99751	4
chair	a seat	0.99737	4
sofa	a seat	0.99559	4
rocker	a seat	0.96052	4
bench	a seat for sitting	0.99290	2
chair	a seat for sitting	0.99496	2
tomahawk	a sharp blade	0.99278	6
machete	a sharp blade	0.99547	6
razor	a sharp blade	0.99587	6
sword	a sharp blade	0.99645	6
