guinea pig	has wheels	0
apron	worn on feet	0
chisel	used by children	0
television	does provide light	0
tent	is tall	0
bee	has a door	0
goose	is shiny	0
machete	is loud	0
emu	is lingerie	0
scooter	has shelves	0
monkey	is thin	0
chipmunk	does fly	0
shell	slimy	0
turkey	is cold	0
peeler	does peel	1
frog	has liquid inside	0
key	has handles	0
motorcycle	is intelligent	0
squid	worn for warmth	0
gate	does rake	0
gherkin	does eat everything	0
apple	has a lid	0
harpoon	made of fabric	0
dagger	is collected	0
rollerskate	does live in caves	0
shawl	is loud	0
sardine	unhealthy	0
tricycle	used for holding things	0
tiger	is orange and black	1
duck	has wings	1
mug	is long	0
table	is soft	0
raccoon	has an end	0
geranium	does roll	0
pram	is grown	0
cupboard	has a stone	0
hippo	is food	0
pyjamas	is a reptile	0
violin	made of raspberry	0
horse	is thick	0
flour	does hold	0
airplane	eaten in summer	0
revolver	has a barrel	1
rattle	is black	0
dragonfly	is strong	0
banjo	is plucked	1
kettle	decorative	0
coach vehicle	has fur	0
corn	is a pole	0
radish	does squawk	0
dishwasher	fast	0
dragonfly	does live in Africa	0
hammer	does smell blood	0
brush	man made	1
satsuma	has a handle	0
lamb	is rectangular	0
coffee machine	is a dessert	0
pier	used for transportation	0
plough	does vibrate	0
goggles	is round	1
bell	is a vegetable	0
rattle	hand held	1
jar	hard	1
hare	words on it	0
crayon	is clunky	0
eye	is brown	1
bear	used for holding things	0
bolts	does like water	0
wolf	is a citrus fruit	0
tugboat	has a seat	0
coach vehicle	is healthy	0
penguin	has flippers	1
finger	made of tissue	1
parsley	is worn by superheroes	0
deckchair	does spin clothes	0
seashell	is cute	0
millipede	does kill	0
cockroach	does hurt	0
machete	is big	1
monkey	has straps	0
woodpecker	hand held	0
bell	is for hair removal	0
knickers	made of fabric	1
plum	is a flower	0
earmuffs	is worn in winter	1
sledge	does kill	0
buffalo	is big	1
doll	has skin	0
shark	has 4 wheels	0
pig	has a pin	0
tripod	is alive	0
dresser	made of fabric	0
flea	has wings	0
nose	does carry goods	0
mittens	is a tree	0
poison	made of leather	0
vase	found on walls	0
mosquito	has a long tongue	0
microwave	lives in water	0
dove	does hit nails	0
plate	dangerous	0
elk	edible	1
tray	hard	1
gown	is expensive	1
ambulance	does baa bleat	0
pizza	shiny	0
sandals	is large	0
shield	is an alcohol	0
bone	has six legs	0
rope	used for eating	0
sledgehammer	words on it	0
cockerel	is strong smelling	0
rolls royce	does eat leaves	0
coffee machine	has a lens	0
woodpecker	does grow	0
rake	made of paper	0
skis	is used by criminals	0
harpsichord	is a musical instrument	1
sink	is a mammal	0
budgie	is an item of clothing	0
alligator	does lay eggs	1
flute	has a crew	0
prune	is long	0
strawberry	is a weapon	0
pineapple	is patterned	0
apple	does save	0
tree	smelly	0
cheetah	worn for warmth	0
satsuma	is off-road	0
chipmunk	is an insect	0
